id,parent_court_id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,jurisdiction_name,jurisdiction_type,jurisdiction_state,parent_court_full_name,parent_court_id,note
vaccclarke,vacc,,,,,,2023-10-03T01:24:17.415Z,FALSE,FALSE,FALSE,369.7185,Clarke Cir. Ct.,Clarke County Circuit Court,Clarke County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vacccharlottesv,vacc,,,,,,2023-10-03T01:24:17.427Z,FALSE,FALSE,FALSE,369.719,Charlottesville Cir. Ct.,Charlottesville County Circuit Court,Charlottesville County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccchesapeake,vacc,,,,,,2023-10-03T01:24:17.443Z,FALSE,FALSE,FALSE,369.72,Chesapeake Cir. Ct.,Chesapeake County Circuit Court,Chesapeake County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccchesterfiel,vacc,,,,,,2023-10-03T01:24:17.452Z,FALSE,FALSE,FALSE,369.721,Chesterfield Cir. Ct.,Chesterfield County Circuit Court,Chesterfield County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacccolonialh,vacc,,,,,,2023-10-03T01:24:17.458Z,FALSE,FALSE,FALSE,369.722,Colonial Heights Cir. Ct.,Colonial Heights County Circuit Court,Colonial Heights County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacccraig,vacc,,,,,,2023-10-03T01:24:17.479Z,FALSE,FALSE,FALSE,369.723,Craig Cir. Ct.,Craig County Circuit Court,Craig County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccculpeper,vacc,,,,,,2023-10-03T01:24:17.499Z,FALSE,FALSE,FALSE,369.724,Culpeper Cir. Ct.,Culpeper County Circuit Court,Culpeper County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccdanville,vacc,,,,,,2023-10-03T01:24:17.515Z,FALSE,FALSE,FALSE,369.725,Danville Cir. Ct.,Danville County Circuit Court,Danville County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccdickenson,vacc,,,,,,2023-10-03T01:24:17.531Z,FALSE,FALSE,FALSE,369.726,Dickenson Cir. Ct.,Dickenson County Circuit Court,Dickenson County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccdinwiddie,vacc,,,,,,2023-10-03T01:24:17.547Z,FALSE,FALSE,FALSE,369.727,Dinwiddie Cir. Ct.,Dinwiddie County Circuit Court,Dinwiddie County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccessex,vacc,,,,,,2023-10-03T01:24:17.567Z,FALSE,FALSE,FALSE,369.7275,Essex Cir. Ct.,Essex County Circuit Court,Essex County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccfairfax,vacc,,,,,,2023-10-03T01:24:17.579Z,FALSE,FALSE,FALSE,369.728,Fairfax Cir. Ct.,Fairfax County Circuit Court,Fairfax County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccfauquier,vacc,,,,,,2023-10-03T01:24:17.585Z,FALSE,FALSE,FALSE,369.729,Fauquier Cir. Ct.,Fauquier County Circuit Court,Fauquier County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccfloyd,vacc,,,,,,2023-10-03T01:24:17.603Z,FALSE,FALSE,FALSE,369.73,Floyd Cir. Ct.,Floyd County Circuit Court,Floyd County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccfluvanna,vacc,,,,,,2023-10-03T01:24:17.609Z,FALSE,FALSE,FALSE,369.731,Fluvanna Cir. Ct.,Fluvanna County Circuit Court,Fluvanna County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccfranklin,vacc,,,,,,2023-10-03T01:24:17.619Z,FALSE,FALSE,FALSE,369.7315,Franklin Cir. Ct.,Franklin County Circuit Court,Franklin County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccfrederick,vacc,,,,,,2023-10-03T01:24:17.631Z,FALSE,FALSE,FALSE,369.732,Frederick Cir. Ct.,Frederick County Circuit Court,Frederick County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccfredericksb,vacc,,,,,,2023-10-03T01:24:17.641Z,FALSE,FALSE,FALSE,369.733,Fredericksburg Cir. Ct.,Fredericksburg County Circuit Court,Fredericksburg County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccgiles,vacc,,,,,,2023-10-03T01:24:17.649Z,FALSE,FALSE,FALSE,369.734,Giles Cir. Ct.,Giles County Circuit Court,Giles County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccgloucester,vacc,,,,,,2023-10-03T01:24:17.663Z,FALSE,FALSE,FALSE,369.7345,Gloucester Cir. Ct.,Gloucester County Circuit Court,Gloucester County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccgoochland,vacc,,,,,,2023-10-03T01:24:17.683Z,FALSE,FALSE,FALSE,369.735,Goochland Cir. Ct.,Goochland County Circuit Court,Goochland County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccgrayson,vacc,,,,,,2023-10-03T01:24:17.692Z,FALSE,FALSE,FALSE,369.736,Grayson Cir. Ct.,Grayson County Circuit Court,Grayson County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccgreene,vacc,,,,,,2023-10-03T01:24:17.711Z,FALSE,FALSE,FALSE,369.7365,Greene Cir. Ct.,Greene County Circuit Court,Greene County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccgreensville,vacc,,,,,,2023-10-03T01:24:17.725Z,FALSE,FALSE,FALSE,369.737,Greensville Cir. Ct.,Greensville County Circuit Court,Greensville County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacchalifax,vacc,,,,,,2023-10-03T01:24:17.734Z,FALSE,FALSE,FALSE,369.738,Halifax Cir. Ct.,Halifax County Circuit Court,Halifax County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacchampton,vacc,,,,,,2023-10-03T01:24:17.755Z,FALSE,FALSE,FALSE,369.739,Hampton Cir. Ct.,Hampton County Circuit Court,Hampton County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacchanover,vacc,,,,,,2023-10-03T01:24:17.775Z,FALSE,FALSE,FALSE,369.74,Hanover Cir. Ct.,Hanover County Circuit Court,Hanover County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacchenrico,vacc,,,,,,2023-10-03T01:24:17.787Z,FALSE,FALSE,FALSE,369.741,Henrico Cir. Ct.,Henrico County Circuit Court,Henrico County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacchenry,vacc,,,,,,2023-10-03T01:24:17.799Z,FALSE,FALSE,FALSE,369.7415,Henry Cir. Ct.,Henry County Circuit Court,Henry County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vacchighland,vacc,,,,,,2023-10-03T01:24:17.810Z,FALSE,FALSE,FALSE,369.7416,Highland Cir. Ct.,Highland County Circuit Court,Highland County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vacchopewell,vacc,,,,,,2023-10-03T01:24:17.819Z,FALSE,FALSE,FALSE,369.742,Hopewell Cir. Ct.,Hopewell County Circuit Court,Hopewell County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccisle,vacc,,,,,,2023-10-03T01:24:17.830Z,FALSE,FALSE,FALSE,369.743,Isle of Wight Cir. Ct.,Isle of Wight County Circuit Court,Isle of Wight County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacckinggeorge,vacc,,,,,,2023-10-03T01:24:17.843Z,FALSE,FALSE,FALSE,369.744,King George Cir. Ct.,King George County Circuit Court,King George County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacckingwilliam,vacc,,,,,,2023-10-03T01:24:17.852Z,FALSE,FALSE,FALSE,369.745,King William Cir. Ct.,King William County Circuit Court,King William County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacclancaster,vacc,,,,,,2023-10-03T01:24:17.867Z,FALSE,FALSE,FALSE,369.746,Lancaster Cir. Ct.,Lancaster County Circuit Court,Lancaster County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccloudoun,vacc,,,,,,2023-10-03T01:24:17.880Z,FALSE,FALSE,FALSE,369.747,Loudoun Cir. Ct.,Loudoun County Circuit Court,Loudoun County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacclouisa,vacc,,,,,,2023-10-03T01:24:17.887Z,FALSE,FALSE,FALSE,369.748,Louisa Cir. Ct.,Louisa County Circuit Court,Louisa County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacclynchburg,vacc,,,,,,2023-10-03T01:24:17.903Z,FALSE,FALSE,FALSE,369.749,Lynchburg Cir. Ct.,Lynchburg County Circuit Court,Lynchburg County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccmadison,vacc,,,,,,2023-10-03T01:24:17.914Z,FALSE,FALSE,FALSE,369.7495,Madison Cir. Ct.,Madison County Circuit Court,Madison County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccmartinsvill,vacc,,,,,,2023-10-03T01:24:17.931Z,FALSE,FALSE,FALSE,369.75,Martinsville Cir. Ct.,Martinsville County Circuit Court,Martinsville County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccmathews,vacc,,,,,,2023-10-03T01:24:17.947Z,FALSE,FALSE,FALSE,369.751,Mathews Cir. Ct.,Mathews County Circuit Court,Mathews County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccmecklenburg,vacc,,,,,,2023-10-03T01:24:17.959Z,FALSE,FALSE,FALSE,369.752,Mecklenburg Cir. Ct.,Mecklenburg County Circuit Court,Mecklenburg County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccmiddlesex,vacc,,,,,,2023-10-03T01:24:17.975Z,FALSE,FALSE,FALSE,369.7525,Middlesex Cir. Ct.,Middlesex County Circuit Court,Middlesex County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccmontgomery,vacc,,,,,,2023-10-03T01:24:17.991Z,FALSE,FALSE,FALSE,369.7526,Montgomery Cir. Ct.,Montgomery County Circuit Court,Montgomery County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccnelson,vacc,,,,,,2023-10-03T01:24:17.997Z,FALSE,FALSE,FALSE,369.753,Nelson Cir. Ct.,Nelson County Circuit Court,Nelson County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccnewkent,vacc,,,,,,2023-10-03T01:24:18.003Z,FALSE,FALSE,FALSE,369.754,New Kent Cir. Ct.,New Kent County Circuit Court,New Kent County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccnewportnew,vacc,,,,,,2023-10-03T01:24:18.015Z,FALSE,FALSE,FALSE,369.755,Newport News Cir. Ct.,Newport News County Circuit Court,Newport News County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccnorfolk,vacc,,,,,,2023-10-03T01:24:18.027Z,FALSE,FALSE,FALSE,369.756,Norfolk Cir. Ct.,Norfolk County Circuit Court,Norfolk County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccnorthampton,vacc,,,,,,2023-10-03T01:24:18.034Z,FALSE,FALSE,FALSE,369.757,Northampton Cir. Ct.,Northampton County Circuit Court,Northampton County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccnorthumberl,vacc,,,,,,2023-10-03T01:24:18.046Z,FALSE,FALSE,FALSE,369.758,Northumberland Cir. Ct.,Northumberland County Circuit Court,Northumberland County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccnottoway,vacc,,,,,,2023-10-03T01:24:18.053Z,FALSE,FALSE,FALSE,369.759,Nottoway Cir. Ct.,Nottoway County Circuit Court,Nottoway County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccpage,vacc,,,,,,2023-10-03T01:24:18.071Z,FALSE,FALSE,FALSE,369.76,Page Cir. Ct.,Page County Circuit Court,Page County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccpatrick,vacc,,,,,,2023-10-03T01:24:18.085Z,FALSE,FALSE,FALSE,369.761,Patrick Cir. Ct.,Patrick County Circuit Court,Patrick County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccpetersburg,vacc,,,,,,2023-10-03T01:24:18.099Z,FALSE,FALSE,FALSE,369.762,Petersburg Cir. Ct.,Petersburg County Circuit Court,Petersburg County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccpittsylvani,vacc,,,,,,2023-10-03T01:24:18.111Z,FALSE,FALSE,FALSE,369.763,Pittsylvania Cir. Ct.,Pittsylvania County Circuit Court,Pittsylvania County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccportsmouth,vacc,,,,,,2023-10-03T01:24:18.125Z,FALSE,FALSE,FALSE,369.764,Portsmouth Cir. Ct.,Portsmouth County Circuit Court,Portsmouth County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccpowhatan,vacc,,,,,,2023-10-03T01:24:18.143Z,FALSE,FALSE,FALSE,369.765,Powhatan Cir. Ct.,Powhatan County Circuit Court,Powhatan County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccprinceedwa,vacc,,,,,,2023-10-03T01:24:18.157Z,FALSE,FALSE,FALSE,369.766,Prince Edward Cir. Ct.,Prince Edward County Circuit Court,Prince Edward County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccprincegeo,vacc,,,,,,2023-10-03T01:24:18.167Z,FALSE,FALSE,FALSE,369.767,Prince George Cir. Ct.,Prince George County Circuit Court,Prince George County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccprincewill,vacc,,,,,,2023-10-03T01:24:18.175Z,FALSE,FALSE,FALSE,369.768,Prince William Cir. Ct.,Prince William County Circuit Court,Prince William County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccpulaski,vacc,,,,,,2023-10-03T01:24:18.191Z,FALSE,FALSE,FALSE,369.769,Pulaski Cir. Ct.,Pulaski County Circuit Court,Pulaski County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccradford,vacc,,,,,,2023-10-03T01:24:18.200Z,FALSE,FALSE,FALSE,369.77,Radford Cir. Ct.,Radford County Circuit Court,Radford County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccrappahannoc,vacc,,,,,,2023-10-03T01:24:18.215Z,FALSE,FALSE,FALSE,369.771,Rappahannock Cir. Ct.,Rappahannock County Circuit Court,Rappahannock County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccrichcity,vacc,,,,,,2023-10-03T01:24:18.227Z,FALSE,FALSE,FALSE,369.772,Richmond City Cir. Ct.,Richmond City Circuit Court,Richmond City Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccrichmondcty,vacc,,,,,,2023-10-03T01:24:18.239Z,FALSE,FALSE,FALSE,369.773,Richmond County Cir. Ct.,Richmond County Circuit Court,Richmond County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccroanokecty,vacc,,,,,,2023-10-03T01:24:18.255Z,FALSE,FALSE,FALSE,369.774,Roanoke County Cir. Ct.,Roanoke County Circuit Court,Roanoke County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccrockbridge,vacc,,,,,,2023-10-03T01:24:18.266Z,FALSE,FALSE,FALSE,369.775,Rockbridge Cir. Ct.,Rockbridge County Circuit Court,Rockbridge County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccrockingham,vacc,,,,,,2023-10-03T01:24:18.280Z,FALSE,FALSE,FALSE,369.776,Rockingham Cir. Ct.,Rockingham County Circuit Court,Rockingham County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccrussell,vacc,,,,,,2023-10-03T01:24:18.295Z,FALSE,FALSE,FALSE,369.777,Russell Cir. Ct.,Russell County Circuit Court,Russell County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccsalem,vacc,,,,,,2023-10-03T01:24:18.311Z,FALSE,FALSE,FALSE,369.778,Salem Cir. Ct.,Salem County Circuit Court,Salem County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccscott,vacc,,,,,,2023-10-03T01:24:18.324Z,FALSE,FALSE,FALSE,369.779,Scott Cir. Ct.,Scott County Circuit Court,Scott County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccshenandoah,vacc,,,,,,2023-10-03T01:24:18.331Z,FALSE,FALSE,FALSE,369.78,Shenandoah Cir. Ct.,Shenandoah County Circuit Court,Shenandoah County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccsmyth,vacc,,,,,,2023-10-03T01:24:18.347Z,FALSE,FALSE,FALSE,369.781,Smyth Cir. Ct.,Smyth County Circuit Court,Smyth County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccsouthampton,vacc,,,,,,2023-10-03T01:24:18.363Z,FALSE,FALSE,FALSE,369.782,Southampton Cir. Ct.,Southampton County Circuit Court,Southampton County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccspotsylvani,vacc,,,,,,2023-10-03T01:24:18.375Z,FALSE,FALSE,FALSE,369.783,Spotsylvania Cir. Ct.,Spotsylvania County Circuit Court,Spotsylvania County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccstafford,vacc,,,,,,2023-10-03T01:24:18.391Z,FALSE,FALSE,FALSE,369.784,Stafford Cir. Ct.,Stafford County Circuit Court,Stafford County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccstaunton,vacc,,,,,,2023-10-03T01:24:18.411Z,FALSE,FALSE,FALSE,369.785,Staunton Cir. Ct.,Staunton County Circuit Court,Staunton County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccsuffolk,vacc,,,,,,2023-10-03T01:24:18.425Z,FALSE,FALSE,FALSE,369.786,Suffolk Cir. Ct.,Suffolk County Circuit Court,Suffolk County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccsurry,vacc,,,,,,2023-10-03T01:24:18.432Z,FALSE,FALSE,FALSE,369.787,Surry Cir. Ct.,Surry County Circuit Court,Surry County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccsussex,vacc,,,,,,2023-10-03T01:24:18.438Z,FALSE,FALSE,FALSE,369.7875,Sussex Cir. Ct.,Sussex County Circuit Court,Sussex County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vacctazewell,vacc,,,,,,2023-10-03T01:24:18.451Z,FALSE,FALSE,FALSE,369.788,Tazewell Cir. Ct.,Tazewell County Circuit Court,Tazewell County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccvabeach,vacc,,,,,,2023-10-03T01:24:18.471Z,FALSE,FALSE,FALSE,369.789,Virginia Beach Cir. Ct.,Virginia Beach County Circuit Court,Virginia Beach County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccwarren,vacc,,,,,,2023-10-03T01:24:18.503Z,FALSE,FALSE,FALSE,369.7895,Warren Cir. Ct.,Warren County Circuit Court,Warren County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccwashington,vacc,,,,,,2023-10-03T01:24:18.520Z,FALSE,FALSE,FALSE,369.7896,Washington Cir. Ct.,Washington County Circuit Court,Washington County Circuit Court,,,,ST,,State Trial,,,,,Not in use
vaccwaynesboro,vacc,,,,,,2023-10-03T01:24:18.535Z,FALSE,FALSE,FALSE,369.79,Waynesboro Cir. Ct.,Waynesboro County Circuit Court,Waynesboro County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccwestmorelan,vacc,,,,,,2023-10-03T01:24:18.548Z,FALSE,FALSE,FALSE,369.791,Westmoreland Cir. Ct.,Westmoreland County Circuit Court,Westmoreland County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccwilliams,vacc,,,,,,2023-10-03T01:24:18.556Z,FALSE,FALSE,FALSE,369.792,Williamsburg and James Cir. Ct.,Williamsburg and James County Circuit Court,Williamsburg and James County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccwinchester,vacc,,,,,,2023-10-03T01:24:18.567Z,FALSE,FALSE,FALSE,369.793,Winchester Cir. Ct.,Winchester County Circuit Court,Winchester County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccwise,vacc,,,,,,2023-10-03T01:24:18.583Z,FALSE,FALSE,FALSE,369.794,Wise Norton Cir. Ct.,Wise & Norton County Circuit Court,Wise & Norton County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccwythe,vacc,,,,,,2023-10-03T01:24:18.596Z,FALSE,FALSE,FALSE,369.795,Wythe Cir. Ct.,Wythe County Circuit Court,Wythe County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vaccyork,vacc,,,,,,2023-10-03T01:24:18.615Z,FALSE,FALSE,FALSE,369.796,York County & Poquoson Cir. Ct.,York County Poquoson County Circuit Court,York County Poquoson County Circuit Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vachanctnorf,vachanct,,,,,,2023-10-03T01:24:18.631Z,FALSE,FALSE,FALSE,369.8,,"Norfolk Chancery Court, Virginia","Norfolk Chancery Court, Virginia",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vachanctrich,vachanct,,,,,,2023-10-03T01:24:18.639Z,FALSE,FALSE,FALSE,369.82,,"Richmond Chancery Court, Virginia","Richmond Chancery Court, Virginia",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacorpct,,,,,,,2023-10-02T15:36:39.690Z,FALSE,FALSE,FALSE,369.85,,Virginia Corporation Court,Virginia Coporation Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacorpctradford,vacorpct,,,,,,2023-10-03T01:24:18.656Z,FALSE,FALSE,FALSE,369.851,,"Radford Corporation Court, Va.","Radford Corporation Court, Va.",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacorpctsbris,vacorpct,,,,,,2023-10-03T01:24:18.662Z,FALSE,FALSE,FALSE,369.852,,"Bristol Corporation Court, Va.","Bristol Corporation Court, Va.",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacorpctslynch,vacorpct,,,,,,2023-10-03T01:24:18.675Z,FALSE,FALSE,FALSE,369.853,,"Lynchburg Corporation Court, Va.","Lynchburg Corporation Court, Va.",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacorpctsnorf,vacorpct,,,,,,2023-10-03T01:24:18.700Z,FALSE,FALSE,FALSE,369.854,,"South Norfolk Corporation Court, Va.","South Norfolk Corporation Court, Va.",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vacorpctwinche,vacorpct,,,,,,2023-10-03T01:24:18.711Z,FALSE,FALSE,FALSE,369.855,,"Winchester Corporation Court, Va.","Winchester Corporation Court, Va.",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
vamedmalrevpan,,,,,,,2022-11-18T02:51:00.514Z,FALSE,FALSE,FALSE,369.9,,Medical Malpractice Review Panel,Medical Malpractice Review Panel,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
wash,,,,,,,2024-11-18T18:43:44.145Z,TRUE,TRUE,FALSE,370,Wash.,Washington Supreme Court,Washington Supreme Court,https://www.courts.wa.gov/appellate_trial_courts/SupremeCourt/,1889-01-01,,S,,State Supreme,State,Washington,Supreme Court of the United States,scotus,
washctapp,,,,,,,2024-11-18T18:43:49.881Z,TRUE,TRUE,FALSE,385,Wash. Ct. App.,Court of Appeals of Washington,Court of Appeals of Washington,https://www.courts.wa.gov/appellate_trial_courts/,1969-01-01,,SA,Lawbox,State Appellate,State,Washington,Washington Supreme Court,wash,
washag,,,,,,,2016-05-18T20:13:55.908Z,TRUE,FALSE,FALSE,385.05,Wash. Att'y Gen.,Washington Attorney General Reports,Washington Attorney General Reports,http://www.atg.wa.gov/,,,SAG,,State Attorney General,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
washterr,,,,,,,2021-08-12T17:47:53.617Z,TRUE,FALSE,FALSE,385.075,Wash. Terr.,Washington Territory,Washington Territory,https://en.wikipedia.org/wiki/Washington_Territory,1853-03-02,1889-11-11,SS,,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
wva,,,,,,,2013-08-14T16:46:30Z,TRUE,TRUE,FALSE,385.1,W. Va.,West Virginia Supreme Court,West Virginia Supreme Court,http://www.courtswv.gov/supreme-court/,1863-01-01,,S,,State Supreme,State,West Virginia,Supreme Court of the United States,scotus,
wvactapp,,,,,,,2024-01-09T19:29:35.436Z,TRUE,TRUE,FALSE,385.2,,Int. Ct. of App. of W.Va.,Intermediate Court of Appeals of West Virginia,,2022-07-01,,SA,,State Appellate,State,West Virginia,West Virginia Supreme Court,wva,
wvctcl,,,,,,,2022-11-18T02:51:00.516Z,FALSE,FALSE,FALSE,385.7,W. Va. Ct. Cl.,West Virginia Court of Claims,West Virginia Court of Claims,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
wis,,,,,,,2013-08-14T16:46:30Z,TRUE,TRUE,FALSE,386,Wis.,Wisconsin Supreme Court,Wisconsin Supreme Court,http://www.wicourts.gov/courts/supreme/index.htm,1836-01-01,,S,,State Supreme,State,Wisconsin,Supreme Court of the United States,scotus,
wisctapp,,,,,,,2024-09-04T00:46:28.982Z,TRUE,TRUE,FALSE,387,Wis. Ct. App.,Court of Appeals of Wisconsin,Court of Appeals of Wisconsin,http://www.wicourts.gov/courts/appeals/,1978-08-01,,SA,Lawbox,State Appellate,State,Wisconsin,Wisconsin Supreme Court,wis,
