id,parent_court_id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,jurisdiction_name,jurisdiction_type,jurisdiction_state,parent_court_full_name,parent_court_id,note
ohprobctsummit,ohprobct,,,,,,2023-10-03T01:24:04.627Z,FALSE,FALSE,FALSE,366.99642,"Oh. Prob. Ct., Summit",Summit County Probate Court,Summit County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcttrumbul,ohprobct,,,,,,2023-10-03T01:24:04.647Z,FALSE,FALSE,FALSE,366.996421,"Oh. Prob. Ct., Trumbull",Trumbull County Probate Court,Trumbull County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobcttuscara,ohprobct,,,,,,2023-10-03T01:24:04.660Z,FALSE,FALSE,FALSE,366.996422,"Oh. Prob. Ct., Tuscarawas",Tuscarawas County Probate Court,Tuscarawas County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctunion,ohprobct,,,,,,2023-10-03T01:24:04.673Z,FALSE,FALSE,FALSE,366.996423,"Oh. Prob. Ct., Union",Union County Probate Court,Union County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctvanwer,ohprobct,,,,,,2023-10-03T01:24:04.691Z,FALSE,FALSE,FALSE,366.996424,"Oh. Prob. Ct., Van Wert",Van Wert County Probate Court,Van Wert County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctwarren,ohprobct,,,,,,2023-10-03T01:24:04.703Z,FALSE,FALSE,FALSE,366.996425,"Oh. Prob. Ct., Warren",Warren County Probate Court,Warren County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctwashing,ohprobct,,,,,,2023-10-03T01:24:04.723Z,FALSE,FALSE,FALSE,366.996426,"Oh. Prob. Ct., Washington",Washington County Probate Court,Washington County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohprobctwayne,ohprobct,,,,,,2023-10-03T01:24:04.747Z,FALSE,FALSE,FALSE,366.996427,"Oh. Prob. Ct., Wayne",Wayne County Probate Court,Wayne County Probate Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohctinsolv,,,,,,,2022-11-18T02:50:59.967Z,FALSE,FALSE,FALSE,366.9964271,,Ohio County Court of Insovency,Ohio County Court of Insovency,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohctinsolvcuyah,ohctinsolv,,,,,,2023-10-03T01:24:04.769Z,FALSE,FALSE,FALSE,366.996428,Cuyahoga Cty. Ct. of Insolv.,Cuyahoga County Court of Insolvency,Cuyahoga County Court of Insolvency,,,,SS,Created as part of import of Case.Law data.,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ohctinsolvhamil,ohctinsolv,,,,,,2023-10-03T01:24:04.807Z,FALSE,FALSE,FALSE,366.996429,Cuyahoga Cty. Ct. of Insolv.,Hamilton County Court of Insolvency,Hamilton County Court of Insolvency,,,,SS,Created as part of import of Case.Law data.,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ohioctnp,,,,,,,2022-11-18T02:50:59.974Z,FALSE,FALSE,FALSE,366.99643,Oh. Ct. N.P.,Ohio Court of Nisi Prius,Ohio Court of Nisi Prius,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohiosuperct,,,,,,,2022-11-18T02:50:59.976Z,FALSE,FALSE,FALSE,366.996431,Oh. Super. Ct.,Ohio Superior Court,Ohio Superior Court,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohsuperctcinci,ohiosuperct,,,,,,2023-10-03T01:24:04.823Z,FALSE,FALSE,FALSE,366.996432,"Oh. Super. Ct., Cinci.","Ohio Superior Court, Cincinnati","Ohio Superior Court, Cincinnati",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohiopuc,,,,,,,2022-11-18T02:50:59.982Z,FALSE,FALSE,FALSE,366.996433,,Ohio Public Utilities Commission,Ohio Public Utilities Commission,,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
ohiorac,,,,,,,2022-11-18T02:50:59.984Z,FALSE,FALSE,FALSE,366.996434,,Ohio State Racing Commission,Ohio State Racing Commission,,,,SS,Created as part of import of Case.Law data.,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ohiotax,,,,,,,2022-11-18T02:50:59.986Z,FALSE,FALSE,FALSE,366.996435,,Board of Tax Appeals of Ohio Department of Taxation,Board of Tax Appeals of Ohio Department of Taxation,,,,SS,Created as part of import of Case.Law data.,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ohiobar,,,,,,,2022-11-18T02:50:59.988Z,FALSE,FALSE,FALSE,366.996436,,Board of Commissioners On The Unauthorized Practice of Law State of Ohio,Board of Commissioners On The Unauthorized Practice of Law State of Ohio,,,,C,Created as part of import of Case.Law data.,Committee,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ohiocivright,,,,,,,2022-11-18T02:50:59.990Z,FALSE,FALSE,FALSE,366.996437,,Ohio Civil Rights Commission,Ohio Civil Rights Commission,,,,C,Created as part of import of Case.Law data.,Committee,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ohioctcl,,,,,,,2014-08-01T19:47:46.796Z,TRUE,TRUE,FALSE,366.997,Ohio Ct. Cl.,Ohio Court of Claims,Ohio Court of Claims,http://www.cco.state.oh.us/,,,SS,,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
ohioctcompl,,,,,,,2023-10-02T15:36:39.673Z,FALSE,FALSE,FALSE,366.9984,,Court of Common Pleas of Ohio,Court Of Common Pleas Of Ohio,,1787-01-01,,ST,,State Trial,,,,,Not in use
okla,,,,,,,2016-09-08T20:40:27.897Z,TRUE,TRUE,FALSE,366.999,Okla.,Supreme Court of Oklahoma,Supreme Court of Oklahoma,http://www.oscn.net/oscn/schome/start.htm,1884-01-01,,S,"Created by Lawbox
Start date based on earliest case.",State Supreme,State,Oklahoma,Supreme Court of the United States,scotus,
ctappindterr,uscirct,,,,,,2023-10-03T01:24:04.839Z,FALSE,FALSE,FALSE,366.9992,Ct. App. Ind. Terr.,Court Of Appeals Of Indian Territory,Court Of Appeals Of Indian Territory,,1889-01-01,1907-12-31,F,See https://www.okhistory.org/publications/enc/entry?entry=UN017 for history of the court.,Federal Appellate,,,,,Not in use
oklacivapp,,,,,,,2014-07-11T20:30:09.947Z,TRUE,TRUE,FALSE,366.9995,Okla. Civ. App.,Court of Civil Appeals of Oklahoma,Court of Civil Appeals of Oklahoma,http://www.oscn.net/oscn/schome/civilappeals.htm,1968-01-01,,SA,Lawbox,State Appellate,State,Oklahoma,Supreme Court of Oklahoma,okla,
oklacrimapp,,,,,,,2014-07-11T20:30:00.133Z,TRUE,TRUE,FALSE,366.9996,Okla. Crim. App.,Court of Criminal Appeals of Oklahoma,Court of Criminal Appeals of Oklahoma,http://www.okcca.net/,,,SA,Lawbox,State Appellate,State,Oklahoma,Supreme Court of the United States,scotus,
oklajeap,,,,,,,2013-08-15T21:14:18Z,TRUE,FALSE,FALSE,366.9997,Okla. J.E.A.P.,Oklahoma Judicial Ethics Advisory Panel,Oklahoma Judicial Ethics Advisory Panel,http://www.oscn.net/applications/oscn/index.asp?ftdb=STOKCSJE&level=1,,,SS,Lawbox,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
oklacoj,,,,,,,2021-09-15T13:59:16.502Z,TRUE,FALSE,FALSE,366.9998,Okla. Ct. Jud.,Court on the Judiciary of Oklahoma,Court on the Judiciary of Oklahoma,http://en.wikipedia.org/wiki/Oklahoma_Court_on_the_Judiciary,,,SS,Lawbox,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
oklaag,,,,,,,2014-07-11T20:44:58.744Z,TRUE,TRUE,FALSE,366.9999,Okla. Att’y Gen.,Oklahoma Attorney General Reports,Oklahoma Attorney General Reports,http://www.oscn.net/applications/oscn/Index.asp?ftdb=STOKAG&level=1,,,SS,,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
or,,,,,,,2013-08-14T16:46:30Z,TRUE,TRUE,FALSE,367,Or.,Oregon Supreme Court,Oregon Supreme Court,http://www.publications.ojd.state.or.us/Pages/OpinionsSC.aspx,1841-01-01,,S,,State Supreme,State,Oregon,Supreme Court of the United States,scotus,
orctapp,,,,,,,2024-01-09T19:28:13.359Z,TRUE,TRUE,FALSE,367.1,Or. Ct. App.,Court of Appeals of Oregon,Court of Appeals of Oregon,http://courts.oregon.gov/COA/,1969-07-01,,SA,Lawbox,State Appellate,State,Oregon,Oregon Supreme Court,or,
ortc,,,,,,,2024-10-11T13:29:45.470Z,TRUE,TRUE,FALSE,367.11,Or. T.C.,Oregon Tax Court,Oregon Tax Court,http://courts.oregon.gov/Tax/Pages/index.aspx,,,SS,,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
orcc,,,,,,,2023-10-02T15:46:26.449Z,FALSE,FALSE,FALSE,367.12,,Oregon County Circuit Courts,Oregon County Circuit Courts,,,,ST,,State Trial,,,,,Not in use
orccbaker,orcc,,,,,,2023-10-03T01:24:04.855Z,FALSE,FALSE,FALSE,367.1201,"Baker Cty. Cir. Ct., O.R.","Baker County Circuit Court, Oregon","Baker County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccbenton,orcc,,,,,,2023-10-03T01:24:04.863Z,FALSE,FALSE,FALSE,367.1202,"Benton Cty. Cir. Ct., O.R.","Benton County Circuit Court, Oregon","Benton County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccclackamas,orcc,,,,,,2023-10-03T01:24:04.873Z,FALSE,FALSE,FALSE,367.1203,"Clackamas Cty. Cir. Ct., O.R.","Clackamas County Circuit Court, Oregon","Clackamas County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccclatsop,orcc,,,,,,2023-10-03T01:24:04.895Z,FALSE,FALSE,FALSE,367.1204,"Clatsop Cty. Cir. Ct., O.R.","Clatsop County Circuit Court, Oregon","Clatsop County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orcccolumbia,orcc,,,,,,2023-10-03T01:24:04.907Z,FALSE,FALSE,FALSE,367.1205,"Columbia Cty. Cir. Ct., O.R.","Columbia County Circuit Court, Oregon","Columbia County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orcccoos,orcc,,,,,,2023-10-03T01:24:04.925Z,FALSE,FALSE,FALSE,367.1206,"Coos Cty. Cir. Ct., O.R.","Coos County Circuit Court, Oregon","Coos County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccdeschutes,orcc,,,,,,2023-10-03T01:24:04.932Z,FALSE,FALSE,FALSE,367.1207,"Deschutes Cty. Cir. Ct., O.R.","Deschutes County Circuit Court, Oregon","Deschutes County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccdouglas,orcc,,,,,,2023-10-03T01:24:04.947Z,FALSE,FALSE,FALSE,367.1208,"Douglas Cty. Cir. Ct., O.R.","Douglas County Circuit Court, Oregon","Douglas County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccjackson,orcc,,,,,,2023-10-03T01:24:04.955Z,FALSE,FALSE,FALSE,367.12085,"Jackson Cty. Cir. Ct., O.R.","Jackson County Circuit Court, Oregon","Jackson County Circuit Court, Oregon",,,,ST,,State Trial,,,,,Not in use
orccjosephine,orcc,,,,,,2023-10-03T01:24:04.962Z,FALSE,FALSE,FALSE,367.1209,"Josephine Cty. Cir. Ct., O.R.","Josephine County Circuit Court, Oregon","Josephine County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccklamath,orcc,,,,,,2023-10-03T01:24:04.969Z,FALSE,FALSE,FALSE,367.121,"Klamath Cty. Cir. Ct., O.R.","Klamath County Circuit Court, Oregon","Klamath County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orcclake,orcc,,,,,,2023-10-03T01:24:04.975Z,FALSE,FALSE,FALSE,367.12101,"Lake Cty. Cir. Ct., O.R.","Lake County Circuit Court, Oregon","Lake County Circuit Court, Oregon",,,,ST,,State Trial,,,,,Not in use
orcclane,orcc,,,,,,2023-10-03T01:24:04.992Z,FALSE,FALSE,FALSE,367.1211,"Lane Cty. Cir. Ct., O.R.","Lane County Circuit Court, Oregon","Lane County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orcclincoln,orcc,,,,,,2023-10-03T01:24:05.003Z,FALSE,FALSE,FALSE,367.1212,"Lincoln Cty. Cir. Ct., O.R.","Lincoln County Circuit Court, Oregon","Lincoln County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orcclinn,orcc,,,,,,2023-10-03T01:24:05.012Z,FALSE,FALSE,FALSE,367.1213,"Linn Cty. Cir. Ct., O.R.","Linn County Circuit Court, Oregon","Linn County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccmalheur,orcc,,,,,,2023-10-03T01:24:05.027Z,FALSE,FALSE,FALSE,367.1214,"Malheur Cty. Cir. Ct., O.R.","Malheur County Circuit Court, Oregon","Malheur County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccmarion,orcc,,,,,,2023-10-03T01:24:05.039Z,FALSE,FALSE,FALSE,367.1215,"Marion Cty. Cir. Ct., O.R.","Marion County Circuit Court, Oregon","Marion County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccmorrow,orcc,,,,,,2023-10-03T01:24:05.056Z,FALSE,FALSE,FALSE,367.1216,"Morrow Cty. Cir. Ct., O.R.","Morrow County Circuit Court, Oregon","Morrow County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccmultnomah,orcc,,,,,,2023-10-03T01:24:05.072Z,FALSE,FALSE,FALSE,367.1217,"Multnomah Cty. Cir. Ct., O.R.","Multnomah County Circuit Court, Oregon","Multnomah County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccpolk,orcc,,,,,,2023-10-03T01:24:05.087Z,FALSE,FALSE,FALSE,367.1218,"Polk Cty. Cir. Ct., O.R.","Polk County Circuit Court, Oregon","Polk County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orcctillamook,orcc,,,,,,2023-10-03T01:24:05.095Z,FALSE,FALSE,FALSE,367.1219,"Tillamook Cty. Cir. Ct., O.R.","Tillamook County Circuit Court, Oregon","Tillamook County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccumatilla,orcc,,,,,,2023-10-03T01:24:05.102Z,FALSE,FALSE,FALSE,367.122,"Umatilla Cty. Cir. Ct., O.R.","Umatilla County Circuit Court, Oregon","Umatilla County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccunion,orcc,,,,,,2023-10-03T01:24:05.111Z,FALSE,FALSE,FALSE,367.12201,"Union Cty. Cir. Ct., O.R.","Union County Circuit Court, Oregon","Union County Circuit Court, Oregon",,,,ST,,State Trial,,,,,Not in use
orccwasco,orcc,,,,,,2023-10-03T01:24:05.127Z,FALSE,FALSE,FALSE,367.1221,"Wasco Cty. Cir. Ct., O.R.","Wasco County Circuit Court, Oregon","Wasco County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
orccwashington,orcc,,,,,,2023-10-03T01:24:05.143Z,FALSE,FALSE,FALSE,367.12215,"Washington Cty. Cir. Ct., O.R.","Washington County Circuit Court, Oregon","Washington County Circuit Court, Oregon",,,,ST,,State Trial,,,,,Not in use
orccyamhill,orcc,,,,,,2023-10-03T01:24:05.159Z,FALSE,FALSE,FALSE,367.1222,"Yamhill Cty. Cir. Ct., O.R.","Yamhill County Circuit Court, Oregon","Yamhill County Circuit Court, Oregon",,,,ST,Created as part of import of Case.Law data.,State Trial,,,,,Not in use
pa,,,,,,,2014-08-01T20:56:27.532Z,TRUE,TRUE,FALSE,367.15,Pa.,Supreme Court of Pennsylvania,Supreme Court of Pennsylvania,http://www.pacourts.us/courts/supreme-court/,1722-05-22,,S,Lawbox,State Supreme,State,Pennsylvania,Supreme Court of the United States,scotus,
pasuperct,,,,,,,2024-02-10T16:25:46.779Z,TRUE,TRUE,FALSE,367.2,Pa. Super. Ct.,Superior Court of Pennsylvania,Superior Court of Pennsylvania,http://www.pacourts.us/courts/superior-court/,1895-01-01,,SA,Lawbox,State Appellate,State,Pennsylvania,Supreme Court of Pennsylvania,pa,
pacommwct,,,,,,,2016-05-17T23:45:33.786Z,TRUE,TRUE,FALSE,367.25,Pa. Commw. Ct.,Commonwealth Court of Pennsylvania,Commonwealth Court of Pennsylvania,http://www.pacourts.us/courts/commonwealth-court/,1968-01-01,,SA,Lawbox,State Appellate,State,Pennsylvania,Supreme Court of Pennsylvania,pa,
cjdpa,,,,,,,2013-10-30T06:08:47.628Z,TRUE,FALSE,FALSE,367.26,Ct. Jud. Disc. Pa,Judicial Discipline of Pennsylvania,Court of Judicial Discipline of Pennsylvania,http://www.pacourts.us/courts/court-of-judicial-discipline‎,,,SS,Lawbox,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
paadmct,,,,,,,2022-11-18T02:51:00.040Z,FALSE,FALSE,FALSE,367.262,Pa. Adm. Ct.,Pennsylvania Admiralty Court,Pennsylvania Admiralty Court,,,,SS,Created as part of import of Case.Law data.,State Special,,,,,"Military, Special, Committee, International, and Tribal Courts are out of scope"
philactnp,,,0,,,,2022-06-24T20:15:52.935Z,FALSE,FALSE,FALSE,367.265,,Philadelphia Court of Nisi Prius,Philadelphia Court of Nisi Prius,,,,ST,,State Trial,,,,,Not in use
pactcompl,,,,,,,2022-02-04T15:17:29.172Z,FALSE,FALSE,FALSE,367.271,,Pennsylvania Court of Common Pleas,Pennsylvania Court of Common Pleas,,,,ST,,State Trial,,,,,Not in use
pactcompladams,pactcompl,,,,,,2023-10-03T01:24:05.165Z,FALSE,FALSE,FALSE,367.271001,,Adams County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Adams County",,,,ST,,State Trial,,,,,Not in use
pactcomplallegh,pactcompl,,,,,,2023-10-03T01:24:05.175Z,FALSE,FALSE,FALSE,367.271002,,Alleghany County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Alleghany County",,,,ST,,State Trial,,,,,Not in use
pactcomplarmstr,pactcompl,,,,,,2023-10-03T01:24:05.195Z,FALSE,FALSE,FALSE,367.271003,,Armstrong County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Armstrong County",,,,ST,,State Trial,,,,,Not in use
pactcomplbeaver,pactcompl,,,,,,2023-10-03T01:24:05.211Z,FALSE,FALSE,FALSE,367.271004,,Beaver County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Beaver County",,,,ST,,State Trial,,,,,Not in use
pactcomplbedfor,pactcompl,,,,,,2023-10-03T01:24:05.227Z,FALSE,FALSE,FALSE,367.271005,,Bedford County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Bedford County",,,,ST,,State Trial,,,,,Not in use
pactcomplberks,pactcompl,,,,,,2023-10-03T01:24:05.240Z,FALSE,FALSE,FALSE,367.271006,,Berks County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Berks County",,,,ST,,State Trial,,,,,Not in use
pactcomplblair,pactcompl,,,,,,2023-10-03T01:24:05.251Z,FALSE,FALSE,FALSE,367.271007,,Blair County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Blair County",,,,ST,,State Trial,,,,,Not in use
pactcomplbradfo,pactcompl,,,,,,2023-10-03T01:24:05.260Z,FALSE,FALSE,FALSE,367.271008,,Bradford County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Bradford County",,,,ST,,State Trial,,,,,Not in use
pactcomplbucks,pactcompl,,,,,,2023-10-03T01:24:05.270Z,FALSE,FALSE,FALSE,367.271009,,Bucks County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Bucks County",,,,ST,,State Trial,,,,,Not in use
pactcomplbutler,pactcompl,,,,,,2023-10-03T01:24:05.278Z,FALSE,FALSE,FALSE,367.27101,,Butler County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Butler County",,,,ST,,State Trial,,,,,Not in use
pactcomplcambri,pactcompl,,,,,,2023-10-03T01:24:05.287Z,FALSE,FALSE,FALSE,367.271011,,Cambria County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Cambria County",,,,ST,,State Trial,,,,,Not in use
pactcomplcamero,pactcompl,,,,,,2023-10-03T01:24:05.295Z,FALSE,FALSE,FALSE,367.271012,,Cameron County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Cameron County",,,,ST,,State Trial,,,,,Not in use
pactcomplcarbon,pactcompl,,,,,,2023-10-03T01:24:05.307Z,FALSE,FALSE,FALSE,367.271013,,Carbon County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Carbon County",,,,ST,,State Trial,,,,,Not in use
pactcomplcentre,pactcompl,,,,,,2023-10-03T01:24:05.323Z,FALSE,FALSE,FALSE,367.271014,,Centre County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Centre County",,,,ST,,State Trial,,,,,Not in use
pactcomplcheste,pactcompl,,,,,,2023-10-03T01:24:05.334Z,FALSE,FALSE,FALSE,367.271015,,Chester County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Chester County",,,,ST,,State Trial,,,,,Not in use
pactcomplclario,pactcompl,,,,,,2023-10-03T01:24:05.345Z,FALSE,FALSE,FALSE,367.271016,,Clarion County Court of Common Pleas,"Pennsylvania Court of Common Pleas, Clarion County",,,,ST,,State Trial,,,,,Not in use
