cited_cluster_id,citing_cluster_id,citing_court_id
86231,92767,scotus
86231,95779,scotus
86231,90039,scotus
86231,90897,scotus
86231,98379,scotus
86231,89266,scotus
86231,95471,scotus
86231,96239,scotus
86231,86480,scotus
86231,89626,scotus
86231,98646,scotus
86231,109961,scotus
86231,104386,scotus
86231,102249,scotus
86231,101442,scotus
86231,98950,scotus
86231,100806,scotus
86231,99672,scotus
86231,94602,scotus
86231,101360,scotus
86231,100996,scotus
86231,101019,scotus
86231,145872,scotus
86231,109881,scotus
86231,109881,scotus
86231,110885,scotus
86231,110753,scotus
86231,118299,scotus
86231,112313,scotus
86231,112313,scotus
86317,623241,scotus
86317,931614,scotus
86317,102861,scotus
86317,106627,scotus
86317,108897,scotus
86317,108359,scotus
86317,108744,scotus
86317,102605,scotus
86317,108291,scotus
86317,110744,scotus
86317,102111,scotus
86317,110018,scotus
86317,111909,scotus
86317,102485,scotus
86317,110115,scotus
86317,107545,scotus
86317,109937,scotus
86317,118451,scotus
86317,110895,scotus
86317,104454,scotus
86317,108130,scotus
86317,111147,scotus
86317,110923,scotus
86317,111988,scotus
86317,110436,scotus
86317,4621280,scotus
86317,4499693,scotus
86317,118134,scotus
86317,118128,scotus
86317,2499327,scotus
86317,145856,scotus
86317,6619823,scotus
86317,9401905,scotus
86317,109580,scotus
86317,109580,scotus
86317,109580,scotus
86317,931614,scotus
86317,145856,scotus
86317,118451,scotus
86317,118451,scotus
86317,110923,scotus
86317,110923,scotus
86317,110744,scotus
86317,110895,scotus
86317,110436,scotus
86317,111988,scotus
86317,118128,scotus
86317,118134,scotus
86324,2790213,scotus
86324,101913,scotus
86429,104696,scotus
86429,106834,scotus
86429,105833,scotus
86429,106282,scotus
86429,102224,scotus
86429,101894,scotus
86429,102833,scotus
86429,111153,scotus
86429,104009,scotus
